# Strong lensing multiple images to reconstruct the six Hubble Frontier Fields cluster (Abell 370, Abell 2744, Abell S1063, MACS J0416.1-2403, MACS J0717.5+3745, and MACS J1149.5+2223).
# The redshifts with ** indicate the redshift from the MARS algorithm.


# Multiple images of Abell 370
# ID		R.A. (J2000)		Decl. (J2000)		z		Class		Delta_rms (arcsec)
62.2		3.590582		-30.398918		4.1936		gold		0.0066
63.1		3.582214		-30.407142		5.6615		gold		0.0001
63.2		3.592836		-30.407032		5.6615		gold		0.0019
63.3		3.589153		-30.403427		5.6615		gold		0.0004
63.4		3.59883			-30.398273		5.6615		gold		0.0026
64.1		3.581203		-30.398734		3.4086		gold		0.0076
64.3		3.59642			-30.394264		3.4086		gold		0.0032
105.1		3.5834304		-30.39207		4.0225		gold		0.0015
105.2		3.5822917		-30.392789		4.0225		gold		0.0063
147.1		3.5896792		-30.392136		4.0225		gold		0.001
147.2		3.5864542		-30.392128		4.0225		gold		0.0086
147.3		3.5780083		-30.398392		4.0225		gold		0.0023


# Multiple image of Abell S1063
# ID		R.A. (J2000)		Decl. (J2000)		z		Class		Delta_rms (arcsec)
1.1		342.19446		-44.526987		1.228		gold		0.0036
1.2		342.195863		-44.528929		1.228		gold		0.0072
1.3		342.186429		-44.521196		1.228		gold		0.0082
2.1		342.192683		-44.531195		1.259		gold		0.0047
2.2		342.192103		-44.52983		1.259		gold		0.0233
2.3		342.179742		-44.521566		1.259		gold		0.0059
3.1		342.195513		-44.532112		1.9978^{**}	silver		0.0024
3.2		342.193934		-44.528687		1.9978^{**}	silver		0.0097
3.3		342.178629		-44.519524		1.9978^{**}	silver		0.0069
4.1		342.193694		-44.530139		1.258		gold		0.1909
4.2		342.193298		-44.529402		1.258		gold		0.148
4.3		342.181657		-44.521385		1.258		gold		0.0034
5.1		342.179174		-44.523584		1.397		gold		0.0057
5.2		342.187807		-44.527313		1.397		gold		0.002
5.3		342.19314		-44.536522		1.397		gold		0.0053
6.1		342.174191		-44.528332		1.428		gold		0.0065
6.2		342.175834		-44.532538		1.428		gold		0.0028
6.3		342.188451		-44.54			1.428		gold		0.0056
7.1		342.169407		-44.527224		1.837		gold		0.0286
7.2		342.174267		-44.537099		1.837		gold		0.0286
7.3		342.181867		-44.540491		1.837		gold		0.0081
8.1		342.16793		-44.526204		2.4487^{**}	silver		0.0158
8.2		342.174621		-44.538403		2.4487^{**}	silver		0.0116
8.3		342.180771		-44.540884		2.4487^{**}	silver		0.0317
9.1		342.167797		-44.526269		2.4261^{**}	silver		0.021
9.2		342.174777		-44.538587		2.4261^{**}	silver		0.057
9.3		342.180308		-44.540821		2.4261^{**}	silver		0.0085
10.1		342.190218		-44.529764		0.73		gold		0.0048
10.2		342.189531		-44.528818		0.73		gold		0.0015
11.1		342.175044		-44.541022		3.117		gold		0.296
11.2		342.173153		-44.539985		3.117		gold		0.0015
11.3		342.165571		-44.52953		3.117		gold		0.0193
12.1		342.189034		-44.530024		6.11		gold		0.0094
12.2		342.181057		-44.534611		6.11		gold		0.0025
12.3		342.19089		-44.537464		6.11		gold		0.0042
12.4		342.171304		-44.519812		6.11		gold		0.0071
12.5		342.184103		-44.531637		6.11		gold		0.0009
13.1		342.181524		-44.539357		4.113		gold		0.0007
13.2		342.179164		-44.538688		4.113		gold		0.0007
14.1		342.178859		-44.535871		3.118		gold		0.0037
14.2		342.187426		-44.538691		3.118		gold		0.0023
14.3		342.170662		-44.522092		3.118		gold		0.0048
15.1		342.1917		-44.530514		3.06		gold		0.0056
15.2		342.192557		-44.534409		3.06		gold		0.0123
15.3		342.173685		-44.519391		3.06		gold		0.0042
16.1		342.166229		-44.53365		3.1654^{**}	silver		0.0098
16.2		342.166801		-44.534904		3.1654^{**}	silver		0.0056
16.3		342.177823		-44.54307		3.1654^{**}	silver		0.0074
17.1		342.185825		-44.538863		3.606		gold		0.007
17.2		342.179086		-44.536691		3.606		gold		0.0048
17.3		342.16978		-44.52195		3.606		gold		0.0053
19.1		342.180062		-44.538416		1.035		gold		0.0106
19.2		342.175475		-44.535862		1.035		gold		0.0023
19.3		342.17193		-44.53024		1.035		gold		0.0062
20.1		342.216022		-44.519471		2.16		silver		0.0024
20.2		342.21539		-44.519079		2.16		silver		0.0204
20.3		342.214167		-44.516827		2.16		silver		0.0065
21.1		342.186752		-44.52727		0.7531^{**}	silver		0.0005
21.2		342.185633		-44.526578		0.7531^{**}	silver		0.0011
23.1		342.17092		-44.529593		4.9206^{**}	silver		0.0124
23.2		342.171562		-44.532362		4.9206^{**}	silver		0.0212
25.1		342.21518		-44.519237		1.22		silver		0.0209
25.2		342.214731		-44.518847		1.22		silver		0.0025
25.3		342.21442		-44.518012		1.22		silver		0.0055
31.1		342.198547		-44.520788		2.5226^{**}	silver		0.008
31.2		342.197287		-44.519763		2.5226^{**}	silver		0.0048
32.1		342.180231		-44.539262		3.3718^{**}	silver		0.0065
32.2		342.178939		-44.538851		3.3718^{**}	silver		0.012
34.1		342.190999		-44.523304		1.9233^{**}	silver		0.0011
34.4		342.188767		-44.522071		1.9233^{**}	silver		0.0007
43.1		342.177274		-44.540697		1.6844^{**}	silver		0.0144
43.2		342.171644		-44.537175		1.6844^{**}	silver		0.0074
43.3		342.168078		-44.531482		1.6844^{**}	silver		0.0037
44.1		342.198367		-44.535758		2.976		gold		0.0046
44.2		342.192403		-44.525047		2.976		gold		0.0023
44.3		342.181513		-44.520255		2.976		gold		0.0092
45.1		342.198886		-44.534745		2.7141^{**}	silver		0.0102
45.2		342.193286		-44.524834		2.7141^{**}	silver		0.011
45.3		342.183098		-44.519884		2.7141^{**}	silver		0.0228
46.1		342.191691		-44.536685		1.2718^{**}	silver		0.0165
46.2		342.186589		-44.528263		1.2718^{**}	silver		0.0352
46.3		342.178417		-44.524419		1.2718^{**}	silver		0.0204
47.1		342.193051		-44.535521		2.6776^{**}	silver		0.0209
47.2		342.174495		-44.52008		2.6776^{**}	silver		0.0054
47.2		342.191236		-44.529232		2.6776^{**}	silver		0.022
48.2		342.21795		-44.518754		2.84		silver		0.0056
48.3		342.217856		-44.518354		2.84		silver		0.0152
49.1		342.191928		-44.536821		1.2549^{**}	silver		0.0157
49.2		342.186284		-44.528052		1.2549^{**}	silver		0.0209
50.1		342.187113		-44.529094		1.5539^{**}	silver		0.032
50.2		342.181017		-44.532437		1.5539^{**}	silver		0.0109
50.3		342.175664		-44.523176		1.5539^{**}	silver		0.0126
51.1		342.19744		-44.530602		2.3999^{**}	silver		0.0053
51.2		342.1964		-44.528404		2.3999^{**}	silver		0.008
53.1		342.179551		-44.535725		3.1648^{**}	silver		0.0427
53.2		342.18774		-44.538308		3.1648^{**}	silver		0.0706
53.3		342.170875		-44.521668		3.1648^{**}	silver		0.0455
54.1		342.180011		-44.535595		3.1398^{**}	silver		0.007
54.2		342.187886		-44.538025		3.1398^{**}	silver		0.0915
54.3		342.170944		-44.521484		3.1398^{**}	silver		0.0303
55.1		342.178244		-44.535982		2.9751^{**}	silver		0.0038
55.2		342.187175		-44.539048		2.9751^{**}	silver		0.006
56.1		342.178271		-44.535826		3.007^{**}	silver		0.0038
56.2		342.187666		-44.539			3.007^{**}	silver		0.0083
57.1		342.188756		-44.522771		5.237		gold		0.0028
57.2		342.18378		-44.521233		5.237		gold		0.0013
58.1		342.190836		-44.535657		5.051		gold		0.0032
58.2		342.190144		-44.530948		5.051		gold		0.0049
59.1		342.181653		-44.54065		1.875		gold		0.0023
59.2		342.17346		-44.536597		1.875		gold		0.0189
59.3		342.169528		-44.528625		1.875		gold		0.0198
62.1		342.183917		-44.535313		6.108		gold		0.0037
62.2		342.18846		-44.536174		6.108		gold		0.0032
70.1		342.176327		-44.520671		3.713		gold		0.0056
70.2		342.190991		-44.526777		3.713		gold		0.0017
70.3		342.195692		-44.53743		3.713		gold		0.0036



# ID		R.A. (J2000)		Decl. (J2000)		z		Class		Delta_rms (arcsec)
1.1		64.049084		-24.062862		3.237		gold		0.0012
1.2		64.046959		-24.060797		3.237		gold		0.0045
1.3		64.046449		-24.060397		3.237		gold		0.0072
2.1.1		64.050874		-24.066542		6.1485		gold		0.0018
2.2.1		64.047842		-24.062059		6.1485		gold		0.0087
2.3.1		64.043586		-24.059005		6.1485		gold		0.0037
2.1.2		64.050804		-24.06641		6.1485		gold		0.0045
2.2.2		64.048175		-24.062403		6.1485		gold		0.0057
2.3.2		64.043408		-24.058915		6.1485		gold		0.0062
3.1		64.049232		-24.068174		3.29		gold		0.0061
3.2		64.045269		-24.062763		3.29		gold		0.0056
3.3		64.041556		-24.059997		3.29		gold		0.0027
4.1		64.048126		-24.066957		2.107		gold		0.0106
4.2		64.047468		-24.066039		2.107		gold		0.0005
4.3		64.042209		-24.060541		2.107		gold		0.0033
5.1.1		64.047367		-24.068671		1.8961		gold		0.0212
5.2.1		64.043479		-24.063523		1.8961		gold		0.0155
5.3.1		64.040783		-24.061609		1.8961		gold		0.0019
5.1.2		64.047462		-24.068823		1.8961		gold		0.0044
5.2.2		64.043075		-24.063084		1.8961		gold		0.0167
5.3.2		64.041083		-24.061802		1.8961		gold		0.0117
5.1.3		64.047483		-24.068851		1.8961		gold		0.0157
5.2.3		64.043021		-24.063021		1.8961		gold		0.0192
5.3.3		64.041162		-24.061848		1.8961		gold		0.0007
5.1.4		64.047583		-24.068884		1.8961		gold		0.0192
5.2.4		64.042908		-24.062865		1.8961		gold		0.006
5.3.4		64.041479		-24.061979		1.8961		gold		0.0096
5.1.5		64.04765		-24.068971		1.8961		gold		0.02
5.2.5		64.042762		-24.062771		1.8961		gold		0.0165
5.3.5		64.041704		-24.062128		1.8961		gold		0.0013
5.1.6		64.047737		-24.069012		1.8961		gold		0.0267
5.2.6		64.042571		-24.062628		1.8961		gold		0.0445
5.3.6		64.042071		-24.062319		1.8961		gold		0.0002
6.1		64.047808		-24.070164		3.607		gold		0.0048
6.2		64.043657		-24.064401		3.607		gold		0.0025
6.3		64.037676		-24.060756		3.607		gold		0.0039
7.1		64.047098		-24.071105		2.085		gold		0.0047
7.2		64.040664		-24.063586		2.085		gold		0.016
7.3		64.039795		-24.063081		2.085		gold		0.0094
8.1		64.044624		-24.071488		2.282		gold		0.0031
8.2		64.040485		-24.06633		2.282		gold		0.019
8.3		64.034256		-24.062997		2.282		gold		0.0128
9.1.1		64.045104		-24.072345		3.2899		gold		0.0118
9.2.1		64.040079		-24.066738		3.2899		gold		0.0115
9.1.2		64.04535		-24.072512		3.2899		gold		0.0237
9.2.2		64.039996		-24.066651		3.2899		gold		0.0094
